A1BG	ENSP00000263100
OR2T27	ENSP00000493434
OR2T3	ENSP00000352604
OR4C16	ENSP00000485295
OR4D5	ENSP00000305970
OR4F15	ENSP00000333184
OR4F6	ENSP00000327525
OR4K15	ENSP00000304077
OR51F1	ENSP00000369744
OR51I1	ENSP00000369559
OR52A5	ENSP00000493298
OR52B6	ENSP00000341581
OR52N2	ENSP00000322801
OR5B21	ENSP00000353537
OR5M3	ENSP00000493070
OR5P2	ENSP00000331823
OR6Q1	ENSP00000307734
OR7E24	ENSP00000387523
OR7G3	ENSP00000302867
OR8S1	ENSP00000310632
OR9G4	ENSP00000307515
OR9I1	ENSP00000493370
ORAI1	ENSP00000482568
ORAI2	ENSP00000418140
ORAI3	ENSP00000322249
ORC1	ENSP00000360623
ORC2	ENSP00000234296
ORC3	ENSP00000257789
ORC4	ENSP00000376597
ORC5	ENSP00000297431
ORC6	ENSP00000219097
ORM1	ENSP00000259396
ORMDL1	ENSP00000376161
ORMDL2	ENSP00000243045
ORMDL3	ENSP00000304858
OS9	ENSP00000318165
OSBP2	ENSP00000332576
OSBPL10	ENSP00000379804
OSBPL11	ENSP00000296220
OSBPL1A	ENSP00000320291
OSBPL2	ENSP00000316649
OSBPL3	ENSP00000315410
OSBPL5	ENSP00000263650
OSBPL6	ENSP00000376293
OSBPL7	ENSP00000007414
OSBPL8	ENSP00000261183
OSBPL9	ENSP00000412733
OSCAR	ENSP00000352671
OSCP1	ENSP00000349052
OSER1	ENSP00000362061
OSGEP	ENSP00000206542
OSGEPL1	ENSP00000264151
OSGIN2	ENSP00000396445
OSM	ENSP00000215781
OSMR	ENSP00000274276
OSR1	ENSP00000272223
OSR2	ENSP00000414657
OSTC	ENSP00000426167
OSTF1	ENSP00000340836
OSTM1	ENSP00000193322
OSTN	ENSP00000342356
OTC	ENSP00000039007
OTOA	ENSP00000286149
OTOF	ENSP00000272371
OTOG	ENSP00000382323
OTOGL	ENSP00000447211
OTOL1	ENSP00000330808
OTOP1	ENSP00000296358
OTOP2	ENSP00000463837
OTOP3	ENSP00000464577
OTOR	ENSP00000246081
OTOS	ENSP00000322486
OTP	ENSP00000302814
OTUB1	ENSP00000440211
OTUB2	ENSP00000203664
OTUD1	ENSP00000365678
OTUD3	ENSP00000364261
OTUD4	ENSP00000395487
OTUD5	ENSP00000156084
OTUD6A	ENSP00000339389
OTUD6B	ENSP00000285420
OTUD7A	ENSP00000305926
OTUD7B	ENSP00000462729
OTULIN	ENSP00000284274
OTX1	ENSP00000355631
OTX2	ENSP00000343819
OVCA2	ENSP00000461388
OVCH1	ENSP00000326708
OVCH2	ENSP00000484497
OVOL1	ENSP00000337862
OVOL2	ENSP00000278780
OVOL3	ENSP00000465620
OXA1L	ENSP00000285848
OXCT1	ENSP00000196371
OXCT2	ENSP00000361914
OXER1	ENSP00000367930
OXNAD1	ENSP00000389872
OXR1	ENSP00000405424
OXSM	ENSP00000280701
OXSR1	ENSP00000311713
OXT	ENSP00000217386
OXTR	ENSP00000324270
P2RX1	ENSP00000225538
P2RX2	ENSP00000343339
P2RX3	ENSP00000263314
P2RX4	ENSP00000353032
P2RX5-TAX1BP3	ENSP00000455681
P2RX6	ENSP00000416193
P2RX7	ENSP00000330696
P2RY13	ENSP00000320376
P2RY1	ENSP00000304767
P2RY4	ENSP00000363643
P2RY6	ENSP00000443427
P2RY8	ENSP00000370697
P3H1	ENSP00000236040
P3H2	ENSP00000316881
P3H3	ENSP00000478600
P3H4	ENSP00000347649
P4HA1	ENSP00000307318
P4HA2	ENSP00000384999
P4HA3	ENSP00000401749
P4HB	ENSP00000327801
P4HTM	ENSP00000341422
PAAF1	ENSP00000438071
PABPC1	ENSP00000313007
PABPC1L	ENSP00000217073
PABPC3	ENSP00000281589
PABPC4	ENSP00000361949
PABPC4L	ENSP00000463233
PABPC5	ENSP00000308012
PABPN1L	ENSP00000408598
PACRG	ENSP00000337946
PACRGL	ENSP00000423914
PACS1	ENSP00000316454
PACS2	ENSP00000393559
PACSIN1	ENSP00000244458
PACSIN2	ENSP00000263246
PACSIN3	ENSP00000298838
PADI1	ENSP00000364620
PADI2	ENSP00000364635
PADI3	ENSP00000364609
PADI4	ENSP00000364597
PADI6	ENSP00000483125
PAEP	ENSP00000417898
PAF1	ENSP00000221265
PAFAH1B1	ENSP00000380378
PAFAH1B2	ENSP00000435289
PAFAH1B3	ENSP00000262890
PAFAH2	ENSP00000363400
PAG1	ENSP00000220597
PAGE1	ENSP00000365320
PAGE2B	ENSP00000364110
PAGE4	ENSP00000365311
PAGR1	ENSP00000326519
PAH	ENSP00000448059
PAICS	ENSP00000382595
PAIP1	ENSP00000302768
PAIP2B	ENSP00000244221
PAIP2	ENSP00000265192
PAK1	ENSP00000278568
PAK1IP1	ENSP00000368887
PAK2	ENSP00000314067
PAK3	ENSP00000428921
PAK4	ENSP00000351049
PAK5	ENSP00000367679
PAK6	ENSP00000401153
PALB2	ENSP00000261584
PALD1	ENSP00000263563
PALLD	ENSP00000425556
PALM3	ENSP00000499271
PALMD	ENSP00000263174
PALM	ENSP00000341911
PAM	ENSP00000306100
PAMR1	ENSP00000482899
PAN3	ENSP00000370345
PANK1	ENSP00000302108
PANK2	ENSP00000313377
PANK3	ENSP00000239231
PANK4	ENSP00000498888
PANX1	ENSP00000227638
PANX2	ENSP00000379183
PANX3	ENSP00000284288
PAOX	ENSP00000278060
PAPLN	ENSP00000495882
PAPOLA	ENSP00000216277
PAPOLB	ENSP00000384700
PAPOLG	ENSP00000238714
PAPPA2	ENSP00000356634
PAPPA	ENSP00000330658
PAPSS1	ENSP00000265174
PAPSS2	ENSP00000406157
PAQR3	ENSP00000425080
PAQR4	ENSP00000321804
PAQR5	ENSP00000378803
PAQR7	ENSP00000363414
PAQR8	ENSP00000406197
PAQR9	ENSP00000341564
PARD3B	ENSP00000385848
PARD3	ENSP00000363921
PARD6A	ENSP00000219255
PARD6B	ENSP00000360672
PARD6G	ENSP00000343144
PARG	ENSP00000384408
PARK7	ENSP00000340278
PARL	ENSP00000325421
PARM1	ENSP00000370224
PARP11	ENSP00000228820
PARP12	ENSP00000263549
PARP14	ENSP00000418194
PARP15	ENSP00000417214
PARP16	ENSP00000261888
PARP1	ENSP00000355759
PARP2	ENSP00000250416
PARP3	ENSP00000381740
PARP4	ENSP00000371419
PARP6	ENSP00000456348
PARP8	ENSP00000422217
PARPBP	ENSP00000440850
PARS2	ENSP00000360327
PARVA	ENSP00000334008
PARVB	ENSP00000384515
PARVG	ENSP00000391583
PASD1	ENSP00000359382
PASK	ENSP00000351475
PATE1	ENSP00000307164
PATE2	ENSP00000351325
PATE3	ENSP00000395505
PATE4	ENSP00000411439
PATJ	ENSP00000494277
PAX1	ENSP00000381499
PAX2	ENSP00000396259
PAX3	ENSP00000375921
PAX4	ENSP00000491782
PAX5	ENSP00000350844
PAX6	ENSP00000491948
PAX7	ENSP00000364524
PAX8	ENSP00000395498
PAX9	ENSP00000355245
PAXBP1	ENSP00000328992
PAXIP1	ENSP00000384048
PBDC1	ENSP00000362456
PBK	ENSP00000428489
PBLD	ENSP00000308466
PBRM1	ENSP00000296302
PBX1	ENSP00000405890
PBX2	ENSP00000364190
PBX3	ENSP00000362586
PBX4	ENSP00000251203
PBXIP1	ENSP00000357448
PCBD1	ENSP00000299299
PCBD2	ENSP00000254908
PCBP1	ENSP00000305556
PCBP2	ENSP00000352438
PCBP3	ENSP00000383168
PCBP4	ENSP00000348111
PCCA	ENSP00000365462
PCCB	ENSP00000419129
PCDH10	ENSP00000264360
PCDH11X	ENSP00000362186
PCDH12	ENSP00000231484
PCDH15	ENSP00000484703
PCDH17	ENSP00000367151
PCDH18	ENSP00000355082
PCDH19	ENSP00000362125
PCDH1	ENSP00000287008
PCDH20	ENSP00000387250
PCDH7	ENSP00000441802
PCDH8	ENSP00000367177
PCDH9	ENSP00000367096
PCDHA10	ENSP00000304234
PCDHA11	ENSP00000381636
PCDHA12	ENSP00000381628
PCDHA13	ENSP00000289272
PCDHA1	ENSP00000420840
PCDHA2	ENSP00000431748
PCDHA3	ENSP00000429808
PCDHA4	ENSP00000435300
PCDHA5	ENSP00000436557
PCDHA7	ENSP00000436426
PCDHA8	ENSP00000434655
PCDHA9	ENSP00000436042
PCDHAC1	ENSP00000253807
PCDHAC2	ENSP00000289269
PCDHGA10	ENSP00000381611
PCDHGA11	ENSP00000381589
PCDHGA12	ENSP00000252085
PCDHGA1	ENSP00000431083
PCDHGA2	ENSP00000378077
PCDHGA3	ENSP00000253812
PCDHGA4	ENSP00000458570
PCDHGA5	ENSP00000429834
PCDHGA6	ENSP00000429601
PCDHGA7	ENSP00000430024
PCDHGA8	ENSP00000381605
PCDHGA9	ENSP00000460274
PCDHGB1	ENSP00000429273
PCDHGB2	ENSP00000429018
PCDHGB4	ENSP00000428288
PCDHGB5	ENSP00000478258
PCDHGB6	ENSP00000428603
PCDHGB7	ENSP00000381594
PCDHGC3	ENSP00000312070
PCDHGC4	ENSP00000306918
PCDHGC5	ENSP00000252087
PCED1A	ENSP00000353868
PCED1B	ENSP00000446688
PC	ENSP00000435905
PCF11	ENSP00000298281
PCGF1	ENSP00000233630
PCGF2	ENSP00000482063
PCGF3	ENSP00000354724
PCGF5	ENSP00000337500
PCGF6	ENSP00000358862
PCID2	ENSP00000246505
PCIF1	ENSP00000361486
PCK1	ENSP00000319814
PCK2	ENSP00000216780
PCLO	ENSP00000334319
PCM1	ENSP00000327077
PCMT1	ENSP00000497225
PCMTD1	ENSP00000353739
PCMTD2	ENSP00000307854
PCNA	ENSP00000368438
PCNX1	ENSP00000304192
PCNX2	ENSP00000258229
PCNX3	ENSP00000347931
PCNX4	ENSP00000384801
PCOLCE2	ENSP00000295992
PCOLCE	ENSP00000223061
PCP2	ENSP00000310585
PCP4	ENSP00000329403
PCP4L1	ENSP00000426296
PCSK1	ENSP00000308024
PCSK1N	ENSP00000218230
PCSK2	ENSP00000262545
PCSK4	ENSP00000300954
PCSK5	ENSP00000446280
PCSK6	ENSP00000481556
PCSK7	ENSP00000325917
PCSK9	ENSP00000303208
PCTP	ENSP00000460437
PCYOX1	ENSP00000387654
PCYOX1L	ENSP00000274569
PCYT1A	ENSP00000390968
PCYT1B	ENSP00000368439
PCYT2	ENSP00000442050
PDAP1	ENSP00000222968
PDCD10	ENSP00000376506
PDCD11	ENSP00000498205
PDCD1	ENSP00000335062
PDCD1LG2	ENSP00000380855
PDCD2	ENSP00000439467
PDCD2L	ENSP00000246535
PDCD4	ENSP00000280154
PDCD6	ENSP00000264933
PDCD6IP	ENSP00000411825
PDCD7	ENSP00000204549
PDC	ENSP00000375855
PDCL3	ENSP00000264254
PDCL	ENSP00000259467
PDE10A	ENSP00000438284
PDE11A	ENSP00000351232
PDE12	ENSP00000309142
PDE1A	ENSP00000410309
PDE1B	ENSP00000243052
PDE1C	ENSP00000379496
PDE2A	ENSP00000334910
PDE3A	ENSP00000351957
PDE3B	ENSP00000282096
PDE4A	ENSP00000370078
PDE4B	ENSP00000332116
PDE4C	ENSP00000469696
PDE4D	ENSP00000345502
PDE5A	ENSP00000347046
PDE6A	ENSP00000255266
PDE6B	ENSP00000420295
PDE6C	ENSP00000360502
PDE6D	ENSP00000287600
PDE6G	ENSP00000328412
PDE6H	ENSP00000266395
PDE7A	ENSP00000385632
PDE7B	ENSP00000482117
PDE8A	ENSP00000311453
PDE8B	ENSP00000264917
PDE9A	ENSP00000291539
PDF	ENSP00000288022
PDGFA	ENSP00000346508
PDGFB	ENSP00000330382
PDGFC	ENSP00000422464
PDGFD	ENSP00000376865
PDGFRA	ENSP00000257290
PDGFRB	ENSP00000261799
PDGFRL	ENSP00000251630
PDHA1	ENSP00000369134
PDHA2	ENSP00000295266
PDHB	ENSP00000307241
PDHX	ENSP00000227868
PDIA2	ENSP00000219406
PDIA3	ENSP00000300289
PDIA4	ENSP00000286091
PDIA5	ENSP00000323313
PDIA6	ENSP00000385385
PDIK1L	ENSP00000363389
PDILT	ENSP00000305465
PDK1	ENSP00000376352
PDK2	ENSP00000420927
PDK3	ENSP00000498864
PDK4	ENSP00000005178
PDLIM1	ENSP00000360305
PDLIM2	ENSP00000312634
PDLIM3	ENSP00000284767
PDLIM4	ENSP00000253754
PDLIM5	ENSP00000424360
PDLIM7	ENSP00000348099
PDP1	ENSP00000379503
PDP2	ENSP00000309548
PDPK1	ENSP00000344220
PDPN	ENSP00000294489
PDPR	ENSP00000288050
PDRG1	ENSP00000202017
PDS5A	ENSP00000303427
PDS5B	ENSP00000313851
PDSS1	ENSP00000365388
PDSS2	ENSP00000358033
PDX1	ENSP00000370421
PDXDC1	ENSP00000454791
PDXK	ENSP00000291565
PDXP	ENSP00000215904
PDYN	ENSP00000217305
PDZD11	ENSP00000239666
PDZD2	ENSP00000402033
PDZD3	ENSP00000431164
PDZD4	ENSP00000377355
PDZD7	ENSP00000480489
PDZD8	ENSP00000334642
PDZD9	ENSP00000400514
PDZK1	ENSP00000342143
PDZK1IP1	ENSP00000294338
PDZRN3	ENSP00000263666
PDZRN4	ENSP00000384197
PEA15	ENSP00000357055
PEAK1	ENSP00000452796
PEAR1	ENSP00000344465
PEBP1	ENSP00000261313
PEBP4	ENSP00000256404
PECAM1	ENSP00000457421
PECR	ENSP00000265322
PEF1	ENSP00000362807
PEG10	ENSP00000480676
PEG3	ENSP00000326581
PELI1	ENSP00000351789
PELI2	ENSP00000267460
PELI3	ENSP00000322532
PELO	ENSP00000274311
PELP1	ENSP00000301396
PEMT	ENSP00000255389
PENK	ENSP00000324248
PEPD	ENSP00000244137
PER1	ENSP00000314420
PER2	ENSP00000254657
PER3	ENSP00000366755
PERM1	ENSP00000414022
PERP	ENSP00000397157
PES1	ENSP00000346725
PET100	ENSP00000470539
PET117	ENSP00000397881
PEX10	ENSP00000288774
PEX11A	ENSP00000300056
PEX11B	ENSP00000358312
PEX11G	ENSP00000221480
PEX12	ENSP00000225873
PEX13	ENSP00000295030
PEX14	ENSP00000349016
PEX16	ENSP00000241041
PEX1	ENSP00000248633
PEX26	ENSP00000331106
PEX2	ENSP00000349543
PEX3	ENSP00000356563
PEX5	ENSP00000391601
PEX5L	ENSP00000419975
PEX6	ENSP00000303511
PEX7	ENSP00000315680
PF4	ENSP00000296029
PF4V1	ENSP00000226524
PFAS	ENSP00000313490
PFDN1	ENSP00000261813
PFDN2	ENSP00000356989
PFDN4	ENSP00000432441
PFDN6	ENSP00000378563
PFKFB1	ENSP00000364145
PFKFB2	ENSP00000356047
PFKFB3	ENSP00000492001
PFKFB4	ENSP00000232375
PFKL	ENSP00000269848
PFKM	ENSP00000496597
PFKP	ENSP00000370517
PFN1	ENSP00000225655
PFN2	ENSP00000408283
PFN3	ENSP00000351379
PFN4	ENSP00000322170
PGAM1	ENSP00000359991
PGAM2	ENSP00000297283
PGAM5	ENSP00000438465
PGAP1	ENSP00000346809
PGAP2	ENSP00000434631
PGAP3	ENSP00000300658
PGBD1	ENSP00000259883
PGBD2	ENSP00000331643
PGBD4	ENSP00000380872
PGBD5	ENSP00000375733
PGC	ENSP00000362116
PGD	ENSP00000270776
PGF	ENSP00000385365
PGGHG	ENSP00000387099
PGGT1B	ENSP00000404676
PGK1	ENSP00000362413
PGK2	ENSP00000305995
PGLS	ENSP00000252603
PGLYRP1	ENSP00000008938
PGLYRP2	ENSP00000292609
PGLYRP3	ENSP00000290722
PGLYRP4	ENSP00000352672
PGM1	ENSP00000497812
PGM2	ENSP00000371393
PGM2L1	ENSP00000298198
PGM3	ENSP00000425809
PGM5	ENSP00000379678
PGP	ENSP00000330918
PGPEP1	ENSP00000269919
PGPEP1L	ENSP00000368199
PGR	ENSP00000325120
PGRMC1	ENSP00000217971
PGRMC2	ENSP00000481886
PGS1	ENSP00000262764
PHACTR2	ENSP00000417038
PHACTR3	ENSP00000360054
PHACTR4	ENSP00000362942
PHAX	ENSP00000297540
PHB2	ENSP00000441875
PHB	ENSP00000300408
PHC1	ENSP00000440674
PHC2	ENSP00000257118
PHC3	ENSP00000420294
PHF10	ENSP00000341805
PHF11	ENSP00000367570
PHF12	ENSP00000329933
PHF13	ENSP00000366876
PHF19	ENSP00000483946
PHF1	ENSP00000363640
PHF20	ENSP00000363124
PHF20L1	ENSP00000378784
PHF21A	ENSP00000398824
PHF21B	ENSP00000324403
PHF23	ENSP00000322579
PHF24	ENSP00000242315
PHF2	ENSP00000352185
PHF3	ENSP00000262043
PHF6	ENSP00000487420
PHF8	ENSP00000350676
PHGDH	ENSP00000493382
PHIP	ENSP00000275034
PHKA1	ENSP00000362640
PHKA2	ENSP00000369274
PHKB	ENSP00000299167
PHKG1	ENSP00000445440
PHKG2	ENSP00000329968
PHLDA1	ENSP00000266671
PHLDA2	ENSP00000319231
PHLDA3	ENSP00000356280
PHLDB1	ENSP00000354498
PHLDB2	ENSP00000405405
PHLDB3	ENSP00000292140
PHLPP1	ENSP00000262719
PHLPP2	ENSP00000454519
PHOSPHO1	ENSP00000427694
PHOSPHO2	ENSP00000352782
PHOX2A	ENSP00000298231
PHOX2B	ENSP00000226382
PHPT1	ENSP00000247665
PHTF1	ENSP00000358617
PHTF2	ENSP00000248550
PHYHD1	ENSP00000309515
PHYH	ENSP00000263038
PHYHIP	ENSP00000320017
PHYHIPL	ENSP00000362987
PHYKPL	ENSP00000310978
PI15	ENSP00000497041
PI16	ENSP00000497550
PI3	ENSP00000243924
PI4K2A	ENSP00000359665
PI4K2B	ENSP00000264864
PI4KA	ENSP00000255882
PI4KB	ENSP00000357869
PIANP	ENSP00000442157
PIAS1	ENSP00000438574
PIAS2	ENSP00000465676
PIAS3	ENSP00000376765
PIAS4	ENSP00000262971
PIBF1	ENSP00000317144
PICALM	ENSP00000377015
PICK1	ENSP00000385205
PID1	ENSP00000283937
PIDD1	ENSP00000337797
PIEZO2	ENSP00000463094
PIF1	ENSP00000328174
PIFO	ENSP00000358753
PIGA	ENSP00000369820
PIGB	ENSP00000438963
PIGC	ENSP00000356701
PIGF	ENSP00000281382
PIGG	ENSP00000415203
PIGH	ENSP00000216452
PIGK	ENSP00000359848
PIGL	ENSP00000225609
PIGM	ENSP00000357069
PIGN	ENSP00000491620
PIGO	ENSP00000367880
PIGP	ENSP00000420037
PIGQ	ENSP00000026218
PIGR	ENSP00000348888
PIGS	ENSP00000309430
PIGT	ENSP00000279036
PIGU	ENSP00000217446
PIGV	ENSP00000078527
PIGW	ENSP00000482202
PIGZ	ENSP00000413405
PIH1D1	ENSP00000262265
PIH1D2	ENSP00000431841
PIH1D3	ENSP00000361531
PIK3AP1	ENSP00000339826
PIK3C2A	ENSP00000265970
PIK3C2B	ENSP00000356155
PIK3C2G	ENSP00000445381
PIK3C3	ENSP00000262039
PIK3CA	ENSP00000263967
PIK3CB	ENSP00000418143
PIK3CD	ENSP00000354410
PIK3CG	ENSP00000392258
PIK3IP1	ENSP00000215912
PIK3R1	ENSP00000428056
PIK3R4	ENSP00000349205
PIK3R5	ENSP00000462433
PIK3R6	ENSP00000482341
PIKFYVE	ENSP00000264380
PILRA	ENSP00000198536
PIM1	ENSP00000362608
PIM2	ENSP00000365692
PIM3	ENSP00000353824
PIN1	ENSP00000247970
PIN4	ENSP00000499466
PINK1	ENSP00000364204
PINLYP	ENSP00000479240
PIP4K2A	ENSP00000365757
PIP4K2C	ENSP00000439878
PIP5K1B	ENSP00000435778
PIP5K1C	ENSP00000466363
PIP5KL1	ENSP00000373399
PIP	ENSP00000291009
PIPOX	ENSP00000317721
PIR	ENSP00000369785
PIRT	ENSP00000462046
PISD	ENSP00000391739
PITHD1	ENSP00000246151
PITPNA	ENSP00000316809
PITPNB	ENSP00000487693
PITPNC1	ENSP00000464006
PITPNM1	ENSP00000437286
PITPNM2	ENSP00000437611
PITPNM3	ENSP00000262483
PITRM1	ENSP00000370377
PITX1	ENSP00000265340
PITX2	ENSP00000495061
PITX3	ENSP00000359019
PIWIL1	ENSP00000245255
PIWIL2	ENSP00000349208
PIWIL3	ENSP00000330031
PIWIL4	ENSP00000299001
PJA1	ENSP00000363711
PJA2	ENSP00000354775
PKD1L1	ENSP00000289672
PKD1L2	ENSP00000434417
PKD1L3	ENSP00000480090
PKD2	ENSP00000237596
PKD2L1	ENSP00000325296
PKD2L2	ENSP00000424725
PKDCC	ENSP00000294964
PKDREJ	ENSP00000253255
PKHD1	ENSP00000360158
PKHD1L1	ENSP00000367655
PKIA	ENSP00000379696
PKIB	ENSP00000357431
PKIG	ENSP00000361985
PKLR	ENSP00000339933
PKM	ENSP00000455736
PKMYT1	ENSP00000392855
PKN1	ENSP00000343325
PKN2	ENSP00000359552
PKN3	ENSP00000291906
PKNOX1	ENSP00000291547
PKNOX2	ENSP00000298282
PKP1	ENSP00000295597
PKP2	ENSP00000070846
PKP4	ENSP00000486320
PLA1A	ENSP00000273371
PLA2G10	ENSP00000393847
PLA2G12A	ENSP00000243501
PLA2G12B	ENSP00000362123
PLA2G15	ENSP00000219345
PLA2G1B	ENSP00000312286
PLA2G2A	ENSP00000364252
PLA2G2C	ENSP00000247992
PLA2G2D	ENSP00000364246
PLA2G2E	ENSP00000364257
PLA2G2F	ENSP00000364243
PLA2G3	ENSP00000215885
PLA2G4A	ENSP00000356436
PLA2G4C	ENSP00000472546
PLA2G4D	ENSP00000290472
PLA2G4E	ENSP00000382434
PLA2G4F	ENSP00000380442
PLA2G5	ENSP00000364249
PLA2G6	ENSP00000499711
PLA2G7	ENSP00000274793
PLA2R1	ENSP00000283243
PLAA	ENSP00000380460
PLAC1	ENSP00000352173
PLAC8	ENSP00000309509
PLAC8L1	ENSP00000309087
PLAC9	ENSP00000361337
PLAG1	ENSP00000325546
PLAGL1	ENSP00000497363
PLAGL2	ENSP00000246229
PLAT	ENSP00000392045
PLAU	ENSP00000361850
PLAUR	ENSP00000339328
PLB1	ENSP00000330442
PLBD1	ENSP00000240617
PLBD2	ENSP00000280800
PLCB1	ENSP00000338185
PLCB2	ENSP00000260402
PLCB3	ENSP00000279230
PLCB4	ENSP00000367762
PLCD1	ENSP00000430344
PLCD3	ENSP00000479636
PLCD4	ENSP00000396185
PLCE1	ENSP00000360431
PLCG1	ENSP00000244007
PLCG2	ENSP00000482457
PLCH1	ENSP00000345988
PLCH2	ENSP00000389803
PLCL1	ENSP00000402861
PLCL2	ENSP00000478458
PLCXD1	ENSP00000381976
PLCXD2	ENSP00000490816
PLCXD3	ENSP00000367032
PLCZ1	ENSP00000497636
PLD1	ENSP00000342793
PLD2	ENSP00000263088
PLD3	ENSP00000386293
PLD4	ENSP00000438677
PLD5	ENSP00000440896
PLEC	ENSP00000323856
PLEK2	ENSP00000216446
PLEK	ENSP00000234313
PLEKHA1	ENSP00000357986
PLEKHA2	ENSP00000482228
PLEKHA3	ENSP00000234453
PLEKHA4	ENSP00000263265
PLEKHA5	ENSP00000404296
PLEKHA6	ENSP00000490182
PLEKHA7	ENSP00000435389
PLEKHA8	ENSP00000397947
PLEKHB1	ENSP00000346127
PLEKHB2	ENSP00000385609
PLEKHD1	ENSP00000317175
PLEKHF1	ENSP00000389787
PLEKHF2	ENSP00000322373
PLEKHG1	ENSP00000496254
PLEKHG2	ENSP00000392906
PLEKHG3	ENSP00000247226
PLEKHG4B	ENSP00000490806
PLEKHG4	ENSP00000353646
PLEKHG5	ENSP00000439625
PLEKHG6	ENSP00000011684
PLEKHG7	ENSP00000344961
PLEKHH1	ENSP00000330278
PLEKHH2	ENSP00000282406
PLEKHJ1	ENSP00000464955
PLEKHM1	ENSP00000389913
PLEKHM2	ENSP00000364956
PLEKHM3	ENSP00000417003
PLEKHN1	ENSP00000368719
PLEKHO1	ENSP00000358120
PLEKHO2	ENSP00000326706
PLEKHS1	ENSP00000358316
PLET1	ENSP00000341412
PLG	ENSP00000308938
PLGRKT	ENSP00000223864
PLIN1	ENSP00000300055
PLIN2	ENSP00000276914
PLIN3	ENSP00000221957
PLIN4	ENSP00000488481
PLIN5	ENSP00000371272
PLK1	ENSP00000300093
PLK2	ENSP00000274289
PLK3	ENSP00000361275
PLK4	ENSP00000270861
PLLP	ENSP00000219207
PLOD1	ENSP00000196061
PLOD2	ENSP00000282903
PLOD3	ENSP00000223127
PLP1	ENSP00000484450
PLP2	ENSP00000365505
PLPP1	ENSP00000264775
PLPP2	ENSP00000329697
PLPP3	ENSP00000360296
PLPP4	ENSP00000381302
PLPP5	ENSP00000392553
PLPP6	ENSP00000371307
PLPP7	ENSP00000361338
PLPPR2	ENSP00000466898
PLPPR3	ENSP00000352962
PLPPR4	ENSP00000359204
PLPPR5	ENSP00000263177
PLRG1	ENSP00000424417
PLS1	ENSP00000387890
PLS3	ENSP00000348163
PLSCR1	ENSP00000345494
PLSCR2	ENSP00000420132
PLSCR4	ENSP00000347038
PLSCR5	ENSP00000390111
PLTP	ENSP00000361508
PLXDC1	ENSP00000323927
PLXDC2	ENSP00000366460
PLXNA1	ENSP00000377061
PLXNA2	ENSP00000356000
PLXNA3	ENSP00000358696
PLXNB1	ENSP00000296440
PLXNB2	ENSP00000409171
PLXNB3	ENSP00000442736
PLXNC1	ENSP00000258526
PLXND1	ENSP00000317128
PM20D1	ENSP00000356104
PM20D2	ENSP00000275072
PMAIP1	ENSP00000269518
PMCH	ENSP00000332225
PMEL	ENSP00000402758
PMEPA1	ENSP00000345826
PMF1	ENSP00000357256
PMFBP1	ENSP00000443817
PML	ENSP00000268058
PMM1	ENSP00000216259
PMM2	ENSP00000268261
PMP2	ENSP00000256103
PMPCA	ENSP00000360782
PMPCB	ENSP00000390035
PMS1	ENSP00000406490
PMS2	ENSP00000265849
PMVK	ENSP00000357452
PNCK	ENSP00000405950
PNISR	ENSP00000496842
PNKD	ENSP00000273077
PNKP	ENSP00000323511
PNLDC1	ENSP00000376007
PNLIP	ENSP00000358223
PNLIPRP1	ENSP00000351695
PNLIPRP2	ENSP00000468117
PNLIPRP3	ENSP00000358232
PNMA1	ENSP00000318914
PNMA2	ENSP00000429344
PNMA3	ENSP00000390576
PNMA5	ENSP00000354834
PNMT	ENSP00000269582
PNN	ENSP00000216832
PNO1	ENSP00000263657
PNOC	ENSP00000301908
PNP	ENSP00000354532
PNPLA1	ENSP00000391868
PNPLA2	ENSP00000337701
PNPLA3	ENSP00000216180
PNPLA4	ENSP00000370430
PNPLA5	ENSP00000216177
PNPLA6	ENSP00000407509
PNPLA7	ENSP00000384610
PNPLA8	ENSP00000257694
PNPO	ENSP00000493302
PNPT1	ENSP00000400646
PNRC1	ENSP00000336931
PNRC2	ENSP00000497590
POC1A	ENSP00000296484
POC1B	ENSP00000323302
POC5	ENSP00000410216
PODN	ENSP00000308315
PODNL1	ENSP00000467395
PODXL2	ENSP00000345359
POF1B	ENSP00000362238
POFUT1	ENSP00000364902
POFUT2	ENSP00000339613
POGK	ENSP00000356850
POGLUT1	ENSP00000295588
POGZ	ENSP00000271715
POLA1	ENSP00000368358
POLA2	ENSP00000265465
POLB	ENSP00000265421
POLD1	ENSP00000472445
POLD2	ENSP00000480186
POLD3	ENSP00000263681
POLD4	ENSP00000311368
POLDIP2	ENSP00000475924
POLDIP3	ENSP00000397927
POLE2	ENSP00000216367
POLE3	ENSP00000363284
POLE4	ENSP00000420176
POLE	ENSP00000322570
POLG2	ENSP00000442563
POLG	ENSP00000268124
POLH	ENSP00000361310
POLI	ENSP00000462664
POLK	ENSP00000241436
POLL	ENSP00000359188
POLM	ENSP00000379174
POLN	ENSP00000435506
POLQ	ENSP00000481120
POLR1A	ENSP00000263857
POLR1B	ENSP00000444136
POLR1C	ENSP00000496044
POLR1E	ENSP00000367023
POLR2A	ENSP00000499773
POLR2B	ENSP00000370625
POLR2C	ENSP00000219252
POLR2D	ENSP00000272645
POLR2E	ENSP00000464739
POLR2F	ENSP00000385725
